"name","team","position","height_inches","wingspan_inches","wingspan_advantage","g","mp","pts","orb","drb","trb","ast","stl","blk","o_rtg","d_rtg","e_fg_percent","ft_percent","fg_percent","avg_dist_of_fg","X2pt_rate","X3pt_rate","X2pt_percent","X3pt_percent","dunk_rate","residuals","fitted"
"Michael Porter Jr.","DEN","PF",81.75,84,2.25,77,2593,25.9,2.6,7.5,10,3.1,0.9,0.7,122,118,0.596,0.768,0.504,15.9,0.533,0.467,0.599,0.395,0.096,0.0179829852299476,9.98201701477005
"Mikal Bridges","NYK","SF",77.75,85,7.25,82,3036,23.6,1.2,3.1,4.2,5,1.2,0.7,117,118,0.57,0.814,0.5,14.7,0.609,0.391,0.594,0.354,0.025,-6.48075997183506,10.6807599718351
"Mike Conley","MIN","PG",71,77.75,6.75,71,1756,16.4,0.9,4.2,5.1,9,2.2,0.4,125,113,0.535,0.9,0.4,19.4,0.338,0.662,0.38,0.41,0,-0.51487353311375,5.61487353311375
"Miles Bridges","CHA","SF",77.25,81.5,4.25,64,2029,31.5,1.7,9.9,11.7,6,1.1,1.1,110,116,0.495,0.87,0.431,13.8,0.587,0.413,0.513,0.313,0.058,3.46484037789247,8.23515962210753
"Miles McBride","NYK","PG",73,80.75,7.75,64,1593,19,1.5,3.6,5,5.8,2.1,0.5,117,116,0.511,0.813,0.406,18.3,0.43,0.57,0.455,0.369,0.026,-2.71110240430877,7.71110240430878
"Monte Morris","PHX","PG",73.25,76,2.75,45,571,20.2,1,4.8,5.8,6.3,1.7,0.3,115,121,0.505,0.857,0.426,16.1,0.559,0.441,0.477,0.36,0,1.40792664175002,4.39207335824998
"Moritz Wagner","ORL","C",82,84,2,30,564,34.2,3.5,9.6,13.1,3.7,2.1,1.1,118,108,0.616,0.718,0.562,9.5,0.699,0.301,0.649,0.36,0.076,3.11798298522995,9.98201701477005
"Moses Moody","GSW","SG",76.5,84.75,8.25,74,1649,21.4,1.5,4,5.6,2.8,1.7,0.9,116,114,0.544,0.797,0.433,17,0.407,0.593,0.519,0.374,0.033,-4.90607423256881,10.5060742325688
"Mouhamed Gueye","ATL","C",82.25,87.25,5,33,533,17.3,3.9,8.3,12.2,2.4,2.5,2.9,114,111,0.482,0.762,0.421,13.3,0.526,0.474,0.567,0.259,0.17,-0.0529316252313304,12.2529316252313
"Moussa DiabatÃ©","CHA","C",81.25,86.5,5.25,71,1241,16,7.4,9.9,17.4,2.2,1.8,1.6,122,113,0.596,0.595,0.596,3.6,0.979,0.021,0.609,0,0.329,5.67112559256742,11.7288744074326
"Myles Turner","IND","C",81.75,88,6.25,72,2174,24.8,2,8.4,10.4,2.5,1.2,3.2,113,112,0.577,0.773,0.481,16.2,0.514,0.486,0.561,0.396,0.09,-2.37698884303009,12.7769888430301
"Naji Marshall","DAL","SF",77.75,84.75,7,69,1919,23,1.9,6.4,8.3,5.2,1.8,0.3,115,117,0.551,0.813,0.508,12,0.694,0.306,0.611,0.275,0.038,-2.20607423256881,10.5060742325688
"Naz Reid","MIN","C",80.75,87.25,6.5,80,2200,25.5,2.1,8.7,10.8,4.1,1.3,1.6,115,110,0.556,0.776,0.462,15.4,0.499,0.501,0.544,0.379,0.034,-1.45293162523133,12.2529316252313
"Neemias Queta","BOS","C",82.75,88.25,5.5,62,863,18,5.2,8.5,13.7,2.6,1,2.4,132,110,0.65,0.754,0.65,3.6,0.985,0.015,0.66,0,0.315,0.748325417703661,12.9516745822963
"Nic Claxton","BKN","C",82,86.5,4.5,70,1882,19.2,4.2,9.5,13.6,4.2,1.6,2.6,115,112,0.568,0.513,0.563,5.3,0.963,0.037,0.576,0.238,0.229,1.87112559256743,11.7288744074326
"Nick Richards","PHX","C",82.5,86.25,3.75,57,1256,20.8,5.8,12.5,18.3,1.9,0.6,2.2,120,115,0.591,0.744,0.591,4,0.994,0.006,0.594,0,0.288,6.74581133183368,11.5541886681663
"Nick Smith Jr.","CHA","SG",77,80,3,60,1369,21.2,0.5,4.1,4.6,5.2,0.6,0.2,100,121,0.482,0.935,0.391,18.5,0.461,0.539,0.45,0.34,0.004,-2.58704518651002,7.18704518651002
"Nickeil Alexander-Walker","MIN","SG",76.25,81.5,5.25,82,2073,18.4,1.3,5,6.3,5.3,1.2,0.8,116,114,0.553,0.78,0.438,17.5,0.399,0.601,0.524,0.381,0.019,-1.93515962210753,8.23515962210753
"Nicolas Batum","LAC","SF",80.25,85,4.75,78,1367,11.3,1.7,6.2,7.9,3,1.9,1.3,126,111,0.622,0.81,0.437,22.1,0.147,0.853,0.457,0.433,0.021,-2.78075997183506,10.6807599718351
"Nikola JokiÄ‡","DEN","C",83.5,87,3.5,70,2571,38.7,3.7,12.9,16.7,13.4,2.4,0.8,133,111,0.627,0.8,0.576,11.5,0.757,0.243,0.627,0.417,0.019,4.62175411403492,12.0782458859651
"Nikola JoviÄ‡","MIA","PF",81.5,84.25,2.75,46,1156,21.3,1.1,6.6,7.8,5.7,1.6,0.6,115,114,0.56,0.828,0.456,16.1,0.443,0.557,0.563,0.371,0.016,-2.3567027540363,10.1567027540363
"Nikola VuÄeviÄ‡","CHI","C",82.25,88.5,6.25,73,2278,27.6,3.6,11.4,15.1,5.2,1.2,1.1,122,113,0.592,0.805,0.53,12.5,0.691,0.309,0.587,0.402,0.012,1.97363967843741,13.1263603215626
"Noah Clowney","BKN","PF",82,86,4,46,1042,20.1,2.1,6.6,8.6,1.9,1.1,1,102,117,0.474,0.838,0.358,19.2,0.298,0.702,0.414,0.333,0.065,-2.77950292890007,11.3795029289001
"Norman Powell","LAC","SG",75,82.75,7.75,60,1958,32.8,0.5,4.2,4.8,3.1,1.8,0.2,116,113,0.578,0.804,0.484,15.3,0.547,0.453,0.538,0.418,0.019,-4.30858831843879,9.10858831843879
"OG Anunoby","NYK","SF",78.25,86.25,8,74,2706,24.4,1.8,4.8,6.6,3,2,1.2,118,114,0.559,0.81,0.476,13.5,0.552,0.448,0.561,0.372,0.14,-4.95418866816632,11.5541886681663
"Obi Toppin","IND","PF",80.75,86,5.25,79,1545,25.9,1.7,8.2,9.9,4,1.4,0.9,122,114,0.621,0.781,0.529,14.9,0.497,0.503,0.695,0.365,0.129,-1.47950292890007,11.3795029289001
"Ochai Agbaji","TOR","SG",76.5,82.25,5.75,64,1739,18.5,1.7,5,6.7,2.7,1.6,0.8,117,116,0.593,0.708,0.498,13.2,0.526,0.474,0.587,0.399,0.069,-2.05921683990629,8.75921683990629
"Olivier-Maxence Prosper","DAL","PF",78.75,85,6.25,52,584,16.6,3.6,6.8,10.4,3.3,2.2,0.5,111,116,0.437,0.645,0.402,10.4,0.707,0.293,0.472,0.235,0.08,-0.28075997183506,10.6807599718351
"Onyeka Okongwu","ATL","C",80.25,86,5.75,74,2064,22.4,5,10,15,3.8,1.6,1.5,129,114,0.602,0.759,0.567,7.9,0.784,0.216,0.634,0.324,0.145,3.62049707109993,11.3795029289001
"Orlando Robinson","TOR","C",82,88,6,44,770,19,5.6,8.2,13.8,4.8,1.1,1,110,115,0.477,0.771,0.444,10,0.801,0.199,0.474,0.327,0.077,1.02301115696991,12.7769888430301
"Oso Ighodaro","PHX","C",81.5,83,1.5,61,1045,12.1,3.1,7.4,10.5,3.4,1.3,1.4,121,119,0.604,0.58,0.604,6.4,0.989,0.011,0.611,0,0.31,1.21672594229496,9.28327405770504
"Ousmane Dieng","OKC","SF",81.5,84,2.5,37,405,16.8,2.1,7.5,9.6,3.7,2,0.8,109,108,0.524,0.688,0.432,16.6,0.432,0.568,0.574,0.324,0.136,-0.382017014770053,9.98201701477005
"P.J. Washington","DAL","PF",78.5,86.5,8,57,1835,22,2.2,9.5,11.7,3.5,1.7,1.6,107,114,0.521,0.722,0.453,12.3,0.641,0.359,0.493,0.381,0.054,-0.0288744074325744,11.7288744074326
"Pacome Dadiet","NYK","SG",79.5,81,1.5,18,111,13.4,1.3,6.7,8,2.2,1.3,0.9,94,115,0.419,0.667,0.323,18.4,0.387,0.613,0.333,0.316,0,0.114211856424973,7.88578814357503
"Paolo Banchero","ORL","PF",81,84.5,3.5,46,1582,37.6,1.6,9.3,10.9,6.9,1.1,0.9,109,110,0.5,0.727,0.452,13.8,0.701,0.299,0.509,0.32,0.055,0.568611506697444,10.3313884933026
"Pascal Siakam","IND","PF",80.25,87.25,7,78,2548,29.8,2.5,7.7,10.2,5,1.3,0.8,120,115,0.572,0.734,0.519,12.4,0.726,0.274,0.568,0.389,0.041,-2.05293162523133,12.2529316252313
"Pat Connaughton","MIL","SG",76,80,4,41,603,17.3,1.5,7.2,8.7,5.6,0.7,0.9,116,115,0.542,0.774,0.469,13.7,0.542,0.458,0.594,0.321,0.04,1.51295481348998,7.18704518651002
"Patrick Baldwin Jr.","LAC","PF",81.25,85.75,4.5,24,107,23.6,2.2,8.9,11.1,1.3,1.3,0.9,122,118,0.729,0.5,0.543,21.2,0.343,0.657,0.5,0.565,0.114,-0.104817189633818,11.2048171896338
"Patrick Williams","CHI","SF",79,83,4,63,1576,16.8,1.3,5.7,7,3.7,1.4,0.9,100,117,0.49,0.723,0.397,16.6,0.473,0.527,0.447,0.353,0.048,-2.28327405770504,9.28327405770504
"Patty Mills","LAC","PG",71.25,74,2.75,29,321,16.7,0.6,2.7,3.3,3.9,2,0.5,105,121,0.51,0.929,0.375,23.1,0.219,0.781,0.476,0.347,0,0.305412555880033,2.99458744411997
"Paul George","PHI","SF",79.75,83.25,3.5,41,1334,24.6,0.9,7.2,8.1,6.6,2.8,0.7,104,116,0.514,0.814,0.43,18,0.53,0.47,0.493,0.358,0.021,-1.3579597969713,9.45795979697129
"Paul Reed","DET","PF",81,85.5,4.5,45,438,20.2,4.4,9.1,13.5,4.8,4.3,2.7,118,103,0.535,0.762,0.507,9.6,0.803,0.197,0.561,0.286,0.141,2.46986854963243,11.0301314503676
"Payton Pritchard","BOS","PG",73,76,3,80,2271,25.3,2.3,4.5,6.8,6.2,1.5,0.3,131,114,0.62,0.845,0.472,21.3,0.277,0.723,0.642,0.407,0,2.40792664175002,4.39207335824998
"Peyton Watson","DEN","SF",78.75,84.5,5.75,68,1656,16,1.4,5.4,6.8,2.7,1.4,2.7,113,116,0.533,0.693,0.477,10.7,0.682,0.318,0.534,0.353,0.178,-3.53138849330256,10.3313884933026
"Precious Achiuwa","NYK","PF",79.5,84.75,5.25,57,1170,16.1,4.3,9.2,13.4,2.3,2,1.8,112,111,0.517,0.594,0.502,6.2,0.89,0.11,0.529,0.278,0.171,2.89392576743119,10.5060742325688
"Quentin Grimes","PHI","SG",76,79.75,3.75,75,2013,26.5,1.4,6.4,7.9,5.5,1.8,0.5,113,118,0.565,0.757,0.467,16.2,0.488,0.512,0.552,0.385,0.033,0.887640552756234,7.01235944724377
